extract_date,department_location_key,parent_revenue_location_name,revenue_location_name,unit_grouping,department_name,department_level_of_care_group,extract_hour,extract_minute,valid_from_instant,valid_to_instant,is_topofhour,staffed_beds,open_beds,occupied_beds,unavailable_beds,staffed_occupancy_percent,number_incoming,number_outgoing,number_expected_open,is_current,licensed_beds,physical_beds,is_endofday,ETLInsertedDateTime
2025-10-13,100184,REX HOSPITAL,REX HOSPITAL,Cardiac,CARDIAC PROGRESSIVE CARE,Critical Care,23,0,2025-10-13 23:00:00,2025-10-14 00:00:00,1,42,1,41,0,98,2,5,4,0,40,40,1,
2025-10-14,100184,REX HOSPITAL,REX HOSPITAL,Cardiac,CARDIAC PROGRESSIVE CARE,Critical Care,23,0,2025-10-14 23:00:00,2025-10-15 00:00:00,1,40,0,40,0,100,6,0,0,0,40,40,1,
2025-10-15,100184,REX HOSPITAL,REX HOSPITAL,Cardiac,CARDIAC PROGRESSIVE CARE,Critical Care,23,0,2025-10-15 23:00:00,2025-10-16 00:00:00,1,39,0,39,0,100,6,1,0,0,40,40,1,
2025-10-16,100184,REX HOSPITAL,REX HOSPITAL,Cardiac,CARDIAC PROGRESSIVE CARE,Critical Care,23,0,2025-10-16 23:00:00,2025-10-17 00:00:00,1,41,0,41,0,100,0,1,1,0,40,40,1,
2025-10-17,100184,REX HOSPITAL,REX HOSPITAL,Cardiac,CARDIAC PROGRESSIVE CARE,Critical Care,23,0,2025-10-17 23:00:00,2025-10-18 00:00:00,1,39,0,39,0,100,4,4,0,0,40,40,1,
2025-10-18,100184,REX HOSPITAL,REX HOSPITAL,Cardiac,CARDIAC PROGRESSIVE CARE,Critical Care,23,0,2025-10-18 23:00:00,2025-10-19 00:00:00,1,42,0,42,0,100,3,5,2,0,40,40,1,
2025-10-19,100184,REX HOSPITAL,REX HOSPITAL,Cardiac,CARDIAC PROGRESSIVE CARE,Critical Care,23,0,2025-10-19 23:00:00,2025-10-20 00:00:00,1,39,0,39,1,100,0,6,6,0,40,40,1,
2025-10-20,100184,REX HOSPITAL,REX HOSPITAL,Cardiac,CARDIAC PROGRESSIVE CARE,Critical Care,23,0,2025-10-20 23:00:00,2025-10-21 00:00:00,1,40,0,40,0,100,0,3,3,0,40,40,1,
2025-10-21,100184,REX HOSPITAL,REX HOSPITAL,Cardiac,CARDIAC PROGRESSIVE CARE,Critical Care,23,0,2025-10-21 23:00:00,2025-10-22 00:00:00,1,42,1,41,0,98,1,0,0,0,40,40,1,
2025-10-22,100184,REX HOSPITAL,REX HOSPITAL,Cardiac,CARDIAC PROGRESSIVE CARE,Critical Care,23,0,2025-10-22 23:00:00,2025-10-23 00:00:00,1,39,0,39,0,100,1,1,0,0,40,40,1,
2025-10-23,100184,REX HOSPITAL,REX HOSPITAL,Cardiac,CARDIAC PROGRESSIVE CARE,Critical Care,23,0,2025-10-23 23:00:00,2025-10-24 00:00:00,1,42,0,42,0,100,2,1,0,0,40,40,1,
2025-10-24,100184,REX HOSPITAL,REX HOSPITAL,Cardiac,CARDIAC PROGRESSIVE CARE,Critical Care,23,0,2025-10-24 23:00:00,2025-10-25 00:00:00,1,38,0,38,1,100,3,6,3,0,40,40,1,
2025-10-25,100184,REX HOSPITAL,REX HOSPITAL,Cardiac,CARDIAC PROGRESSIVE CARE,Critical Care,23,0,2025-10-25 23:00:00,2025-10-26 00:00:00,1,41,0,41,0,100,2,6,4,0,40,40,1,
2025-10-26,100184,REX HOSPITAL,REX HOSPITAL,Cardiac,CARDIAC PROGRESSIVE CARE,Critical Care,23,0,2025-10-26 23:00:00,2025-10-27 00:00:00,1,42,0,42,0,100,0,6,6,0,40,40,1,
2025-10-27,100184,REX HOSPITAL,REX HOSPITAL,Cardiac,CARDIAC PROGRESSIVE CARE,Critical Care,23,0,2025-10-27 23:00:00,2025-10-28 00:00:00,1,39,0,39,1,100,2,6,4,0,40,40,1,
2025-10-28,100184,REX HOSPITAL,REX HOSPITAL,Cardiac,CARDIAC PROGRESSIVE CARE,Critical Care,23,0,2025-10-28 23:00:00,2025-10-29 00:00:00,1,40,0,40,0,100,1,6,5,0,40,40,1,
2025-10-29,100184,REX HOSPITAL,REX HOSPITAL,Cardiac,CARDIAC PROGRESSIVE CARE,Critical Care,23,0,2025-10-29 23:00:00,2025-10-30 00:00:00,1,42,0,42,0,100,1,6,5,0,40,40,1,
2025-10-30,100184,REX HOSPITAL,REX HOSPITAL,Cardiac,CARDIAC PROGRESSIVE CARE,Critical Care,23,0,2025-10-30 23:00:00,2025-10-31 00:00:00,1,42,0,42,0,100,5,4,0,0,40,40,1,
2025-10-31,100184,REX HOSPITAL,REX HOSPITAL,Cardiac,CARDIAC PROGRESSIVE CARE,Critical Care,23,0,2025-10-31 23:00:00,2025-11-01 00:00:00,1,40,0,40,0,100,3,2,0,0,40,40,1,
2025-11-01,100184,REX HOSPITAL,REX HOSPITAL,Cardiac,CARDIAC PROGRESSIVE CARE,Critical Care,23,0,2025-11-01 23:00:00,2025-11-02 00:00:00,1,38,0,38,1,100,3,6,3,0,40,40,1,
2025-11-02,100184,REX HOSPITAL,REX HOSPITAL,Cardiac,CARDIAC PROGRESSIVE CARE,Critical Care,23,0,2025-11-02 23:00:00,2025-11-03 00:00:00,1,41,0,41,0,100,4,1,0,0,40,40,1,
2025-11-03,100184,REX HOSPITAL,REX HOSPITAL,Cardiac,CARDIAC PROGRESSIVE CARE,Critical Care,23,0,2025-11-03 23:00:00,2025-11-04 00:00:00,1,38,0,38,1,100,0,6,6,0,40,40,1,
2025-11-04,100184,REX HOSPITAL,REX HOSPITAL,Cardiac,CARDIAC PROGRESSIVE CARE,Critical Care,23,0,2025-11-04 23:00:00,2025-11-05 00:00:00,1,42,0,42,0,100,1,6,5,0,40,40,1,
2025-11-05,100184,REX HOSPITAL,REX HOSPITAL,Cardiac,CARDIAC PROGRESSIVE CARE,Critical Care,23,0,2025-11-05 23:00:00,2025-11-06 00:00:00,1,40,2,38,0,95,3,1,0,0,40,40,1,
2025-11-06,100184,REX HOSPITAL,REX HOSPITAL,Cardiac,CARDIAC PROGRESSIVE CARE,Critical Care,23,0,2025-11-06 23:00:00,2025-11-07 00:00:00,1,38,1,37,1,97,4,6,3,0,40,40,1,
2025-11-07,100184,REX HOSPITAL,REX HOSPITAL,Cardiac,CARDIAC PROGRESSIVE CARE,Critical Care,23,0,2025-11-07 23:00:00,2025-11-08 00:00:00,1,41,2,39,0,95,4,0,0,0,40,40,1,
2025-11-08,100184,REX HOSPITAL,REX HOSPITAL,Cardiac,CARDIAC PROGRESSIVE CARE,Critical Care,23,0,2025-11-08 23:00:00,2025-11-09 00:00:00,1,41,0,41,0,100,3,3,0,0,40,40,1,
2025-11-09,100184,REX HOSPITAL,REX HOSPITAL,Cardiac,CARDIAC PROGRESSIVE CARE,Critical Care,23,0,2025-11-09 23:00:00,2025-11-10 00:00:00,1,42,0,42,0,100,3,3,0,0,40,40,1,
2025-11-10,100184,REX HOSPITAL,REX HOSPITAL,Cardiac,CARDIAC PROGRESSIVE CARE,Critical Care,23,0,2025-11-10 23:00:00,2025-11-11 00:00:00,1,40,0,40,0,100,3,2,0,0,40,40,1,
2025-11-11,100184,REX HOSPITAL,REX HOSPITAL,Cardiac,CARDIAC PROGRESSIVE CARE,Critical Care,23,0,2025-11-11 23:00:00,2025-11-12 00:00:00,1,39,0,39,1,100,0,6,6,0,40,40,1,
2025-11-12,100184,REX HOSPITAL,REX HOSPITAL,Cardiac,CARDIAC PROGRESSIVE CARE,Critical Care,23,0,2025-11-12 23:00:00,2025-11-13 00:00:00,1,41,1,40,0,98,3,1,0,0,40,40,1,
2025-11-13,100184,REX HOSPITAL,REX HOSPITAL,Cardiac,CARDIAC PROGRESSIVE CARE,Critical Care,23,0,2025-11-13 23:00:00,2025-11-14 00:00:00,1,41,0,41,0,100,2,1,0,0,40,40,1,
2025-11-14,100184,REX HOSPITAL,REX HOSPITAL,Cardiac,CARDIAC PROGRESSIVE CARE,Critical Care,23,0,2025-11-14 23:00:00,2025-11-15 00:00:00,1,41,0,41,0,100,4,3,0,0,40,40,1,
2025-11-15,100184,REX HOSPITAL,REX HOSPITAL,Cardiac,CARDIAC PROGRESSIVE CARE,Critical Care,23,0,2025-11-15 23:00:00,2025-11-16 00:00:00,1,38,0,38,2,100,5,6,1,0,40,40,1,
2025-11-16,100184,REX HOSPITAL,REX HOSPITAL,Cardiac,CARDIAC PROGRESSIVE CARE,Critical Care,23,0,2025-11-16 23:00:00,2025-11-17 00:00:00,1,40,0,40,0,100,0,0,0,0,40,40,1,
2025-11-17,100184,REX HOSPITAL,REX HOSPITAL,Cardiac,CARDIAC PROGRESSIVE CARE,Critical Care,23,0,2025-11-17 23:00:00,2025-11-18 00:00:00,1,40,0,40,0,100,4,2,0,0,40,40,1,
2025-11-18,100184,REX HOSPITAL,REX HOSPITAL,Cardiac,CARDIAC PROGRESSIVE CARE,Critical Care,23,0,2025-11-18 23:00:00,2025-11-19 00:00:00,1,42,0,42,0,100,5,0,0,0,40,40,1,
2025-11-19,100184,REX HOSPITAL,REX HOSPITAL,Cardiac,CARDIAC PROGRESSIVE CARE,Critical Care,23,0,2025-11-19 23:00:00,2025-11-20 00:00:00,1,41,0,41,0,100,4,2,0,0,40,40,1,
2025-11-20,100184,REX HOSPITAL,REX HOSPITAL,Cardiac,CARDIAC PROGRESSIVE CARE,Critical Care,23,0,2025-11-20 23:00:00,2025-11-21 00:00:00,1,38,1,37,2,97,6,4,0,0,40,40,1,
2025-11-21,100184,REX HOSPITAL,REX HOSPITAL,Cardiac,CARDIAC PROGRESSIVE CARE,Critical Care,23,0,2025-11-21 23:00:00,2025-11-22 00:00:00,1,41,1,40,0,98,3,2,0,0,40,40,1,
2025-11-22,100184,REX HOSPITAL,REX HOSPITAL,Cardiac,CARDIAC PROGRESSIVE CARE,Critical Care,23,0,2025-11-22 23:00:00,2025-11-23 00:00:00,1,41,0,41,0,100,2,3,1,0,40,40,1,
2025-11-23,100184,REX HOSPITAL,REX HOSPITAL,Cardiac,CARDIAC PROGRESSIVE CARE,Critical Care,23,0,2025-11-23 23:00:00,2025-11-24 00:00:00,1,38,3,35,2,92,5,1,0,0,40,40,1,
2025-11-24,100184,REX HOSPITAL,REX HOSPITAL,Cardiac,CARDIAC PROGRESSIVE CARE,Critical Care,23,0,2025-11-24 23:00:00,2025-11-25 00:00:00,1,40,3,37,0,92,3,5,5,0,40,40,1,
2025-11-25,100184,REX HOSPITAL,REX HOSPITAL,Cardiac,CARDIAC PROGRESSIVE CARE,Critical Care,23,0,2025-11-25 23:00:00,2025-11-26 00:00:00,1,39,0,39,1,100,6,3,0,0,40,40,1,
2025-11-26,100184,REX HOSPITAL,REX HOSPITAL,Cardiac,CARDIAC PROGRESSIVE CARE,Critical Care,23,0,2025-11-26 23:00:00,2025-11-27 00:00:00,1,42,0,42,0,100,3,1,0,0,40,40,1,
2025-11-27,100184,REX HOSPITAL,REX HOSPITAL,Cardiac,CARDIAC PROGRESSIVE CARE,Critical Care,23,0,2025-11-27 23:00:00,2025-11-28 00:00:00,1,39,3,36,1,92,5,2,0,0,40,40,1,
2025-11-28,100184,REX HOSPITAL,REX HOSPITAL,Cardiac,CARDIAC PROGRESSIVE CARE,Critical Care,23,0,2025-11-28 23:00:00,2025-11-29 00:00:00,1,38,5,33,2,87,1,4,8,0,40,40,1,
2025-11-29,100184,REX HOSPITAL,REX HOSPITAL,Cardiac,CARDIAC PROGRESSIVE CARE,Critical Care,23,0,2025-11-29 23:00:00,2025-11-30 00:00:00,1,42,3,39,0,93,4,3,2,0,40,40,1,
2025-11-30,100184,REX HOSPITAL,REX HOSPITAL,Cardiac,CARDIAC PROGRESSIVE CARE,Critical Care,23,0,2025-11-30 23:00:00,2025-12-01 00:00:00,1,38,5,33,2,87,2,4,7,0,40,40,1,
2025-12-01,100184,REX HOSPITAL,REX HOSPITAL,Cardiac,CARDIAC PROGRESSIVE CARE,Critical Care,23,0,2025-12-01 23:00:00,2025-12-02 00:00:00,1,41,3,38,0,93,0,4,7,0,40,40,1,
2025-12-02,100184,REX HOSPITAL,REX HOSPITAL,Cardiac,CARDIAC PROGRESSIVE CARE,Critical Care,23,0,2025-12-02 23:00:00,2025-12-03 00:00:00,1,38,3,35,1,92,5,2,0,0,40,40,1,
2025-12-03,100184,REX HOSPITAL,REX HOSPITAL,Cardiac,CARDIAC PROGRESSIVE CARE,Critical Care,23,0,2025-12-03 23:00:00,2025-12-04 00:00:00,1,42,6,36,0,86,4,2,4,0,40,40,1,
2025-12-04,100184,REX HOSPITAL,REX HOSPITAL,Cardiac,CARDIAC PROGRESSIVE CARE,Critical Care,23,0,2025-12-04 23:00:00,2025-12-05 00:00:00,1,41,6,35,0,85,2,1,5,0,40,40,1,
2025-12-05,100184,REX HOSPITAL,REX HOSPITAL,Cardiac,CARDIAC PROGRESSIVE CARE,Critical Care,23,0,2025-12-05 23:00:00,2025-12-06 00:00:00,1,40,3,37,0,92,4,3,2,0,40,40,1,
2025-12-06,100184,REX HOSPITAL,REX HOSPITAL,Cardiac,CARDIAC PROGRESSIVE CARE,Critical Care,23,0,2025-12-06 23:00:00,2025-12-07 00:00:00,1,39,3,36,1,92,0,1,4,0,40,40,1,
2025-12-07,100184,REX HOSPITAL,REX HOSPITAL,Cardiac,CARDIAC PROGRESSIVE CARE,Critical Care,23,0,2025-12-07 23:00:00,2025-12-08 00:00:00,1,39,4,35,0,90,6,6,4,0,40,40,1,
2025-12-08,100184,REX HOSPITAL,REX HOSPITAL,Cardiac,CARDIAC PROGRESSIVE CARE,Critical Care,23,0,2025-12-08 23:00:00,2025-12-09 00:00:00,1,40,4,36,0,90,4,0,0,0,40,40,1,
2025-12-09,100184,REX HOSPITAL,REX HOSPITAL,Cardiac,CARDIAC PROGRESSIVE CARE,Critical Care,23,0,2025-12-09 23:00:00,2025-12-10 00:00:00,1,42,3,39,0,93,5,6,4,0,40,40,1,
2025-12-10,100184,REX HOSPITAL,REX HOSPITAL,Cardiac,CARDIAC PROGRESSIVE CARE,Critical Care,23,0,2025-12-10 23:00:00,2025-12-11 00:00:00,1,42,6,36,0,86,4,1,3,0,40,40,1,
2025-12-11,100184,REX HOSPITAL,REX HOSPITAL,Cardiac,CARDIAC PROGRESSIVE CARE,Critical Care,23,0,2025-12-11 23:00:00,2025-12-12 00:00:00,1,40,4,36,0,90,3,2,3,0,40,40,1,
2025-12-12,100184,REX HOSPITAL,REX HOSPITAL,Cardiac,CARDIAC PROGRESSIVE CARE,Critical Care,23,0,2025-12-12 23:00:00,2025-12-13 00:00:00,1,40,1,39,0,98,2,1,0,0,40,40,1,
2025-12-13,100184,REX HOSPITAL,REX HOSPITAL,Cardiac,CARDIAC PROGRESSIVE CARE,Critical Care,23,0,2025-12-13 23:00:00,2025-12-14 00:00:00,1,38,2,36,1,95,6,3,0,0,40,40,1,
2025-12-14,100184,REX HOSPITAL,REX HOSPITAL,Cardiac,CARDIAC PROGRESSIVE CARE,Critical Care,23,0,2025-12-14 23:00:00,2025-12-15 00:00:00,1,42,2,40,0,95,6,1,0,0,40,40,1,
2025-12-15,100184,REX HOSPITAL,REX HOSPITAL,Cardiac,CARDIAC PROGRESSIVE CARE,Critical Care,23,0,2025-12-15 23:00:00,2025-12-16 00:00:00,1,41,1,40,0,98,4,4,1,0,40,40,1,
2025-12-16,100184,REX HOSPITAL,REX HOSPITAL,Cardiac,CARDIAC PROGRESSIVE CARE,Critical Care,23,0,2025-12-16 23:00:00,2025-12-17 00:00:00,1,39,0,39,0,100,1,4,3,0,40,40,1,
2025-12-17,100184,REX HOSPITAL,REX HOSPITAL,Cardiac,CARDIAC PROGRESSIVE CARE,Critical Care,23,0,2025-12-17 23:00:00,2025-12-18 00:00:00,1,41,4,37,0,90,4,2,2,0,40,40,1,
2025-12-18,100184,REX HOSPITAL,REX HOSPITAL,Cardiac,CARDIAC PROGRESSIVE CARE,Critical Care,23,0,2025-12-18 23:00:00,2025-12-19 00:00:00,1,40,6,34,0,85,4,5,7,0,40,40,1,
2025-12-19,100184,REX HOSPITAL,REX HOSPITAL,Cardiac,CARDIAC PROGRESSIVE CARE,Critical Care,23,0,2025-12-19 23:00:00,2025-12-20 00:00:00,1,41,4,37,0,90,4,6,6,0,40,40,1,
2025-12-20,100184,REX HOSPITAL,REX HOSPITAL,Cardiac,CARDIAC PROGRESSIVE CARE,Critical Care,23,0,2025-12-20 23:00:00,2025-12-21 00:00:00,1,39,6,33,0,85,6,6,6,0,40,40,1,
2025-12-21,100184,REX HOSPITAL,REX HOSPITAL,Cardiac,CARDIAC PROGRESSIVE CARE,Critical Care,23,0,2025-12-21 23:00:00,2025-12-22 00:00:00,1,42,8,34,0,81,2,0,6,0,40,40,1,
2025-12-22,100184,REX HOSPITAL,REX HOSPITAL,Cardiac,CARDIAC PROGRESSIVE CARE,Critical Care,23,0,2025-12-22 23:00:00,2025-12-23 00:00:00,1,39,6,33,1,85,1,1,6,0,40,40,1,
2025-12-23,100184,REX HOSPITAL,REX HOSPITAL,Cardiac,CARDIAC PROGRESSIVE CARE,Critical Care,23,0,2025-12-23 23:00:00,2025-12-24 00:00:00,1,42,5,37,0,88,0,5,10,0,40,40,1,
2025-12-24,100184,REX HOSPITAL,REX HOSPITAL,Cardiac,CARDIAC PROGRESSIVE CARE,Critical Care,23,0,2025-12-24 23:00:00,2025-12-25 00:00:00,1,38,4,34,2,89,6,5,3,0,40,40,1,
2025-12-25,100184,REX HOSPITAL,REX HOSPITAL,Cardiac,CARDIAC PROGRESSIVE CARE,Critical Care,23,0,2025-12-25 23:00:00,2025-12-26 00:00:00,1,40,5,35,0,88,5,5,5,0,40,40,1,
2025-12-26,100184,REX HOSPITAL,REX HOSPITAL,Cardiac,CARDIAC PROGRESSIVE CARE,Critical Care,23,0,2025-12-26 23:00:00,2025-12-27 00:00:00,1,38,1,37,1,97,0,0,1,0,40,40,1,
2025-12-27,100184,REX HOSPITAL,REX HOSPITAL,Cardiac,CARDIAC PROGRESSIVE CARE,Critical Care,23,0,2025-12-27 23:00:00,2025-12-28 00:00:00,1,41,1,40,0,98,4,5,2,0,40,40,1,
2025-12-28,100184,REX HOSPITAL,REX HOSPITAL,Cardiac,CARDIAC PROGRESSIVE CARE,Critical Care,23,0,2025-12-28 23:00:00,2025-12-29 00:00:00,1,42,3,39,0,93,1,2,4,0,40,40,1,
2025-12-29,100184,REX HOSPITAL,REX HOSPITAL,Cardiac,CARDIAC PROGRESSIVE CARE,Critical Care,23,0,2025-12-29 23:00:00,2025-12-30 00:00:00,1,38,3,35,1,92,5,6,4,0,40,40,1,
2025-12-30,100184,REX HOSPITAL,REX HOSPITAL,Cardiac,CARDIAC PROGRESSIVE CARE,Critical Care,23,0,2025-12-30 23:00:00,2025-12-31 00:00:00,1,38,0,38,2,100,2,4,2,0,40,40,1,
2025-12-31,100184,REX HOSPITAL,REX HOSPITAL,Cardiac,CARDIAC PROGRESSIVE CARE,Critical Care,23,0,2025-12-31 23:00:00,2026-01-01 00:00:00,1,41,2,39,0,95,6,2,0,0,40,40,1,
2026-01-01,100184,REX HOSPITAL,REX HOSPITAL,Cardiac,CARDIAC PROGRESSIVE CARE,Critical Care,23,0,2026-01-01 23:00:00,2026-01-02 00:00:00,1,42,0,42,0,100,3,1,0,0,40,40,1,
2026-01-02,100184,REX HOSPITAL,REX HOSPITAL,Cardiac,CARDIAC PROGRESSIVE CARE,Critical Care,23,0,2026-01-02 23:00:00,2026-01-03 00:00:00,1,41,2,39,0,95,3,4,3,0,40,40,1,
2026-01-03,100184,REX HOSPITAL,REX HOSPITAL,Cardiac,CARDIAC PROGRESSIVE CARE,Critical Care,23,0,2026-01-03 23:00:00,2026-01-04 00:00:00,1,38,1,37,1,97,1,0,0,0,40,40,1,
2026-01-04,100184,REX HOSPITAL,REX HOSPITAL,Cardiac,CARDIAC PROGRESSIVE CARE,Critical Care,23,0,2026-01-04 23:00:00,2026-01-05 00:00:00,1,41,0,41,0,100,0,5,5,0,40,40,1,
2026-01-05,100184,REX HOSPITAL,REX HOSPITAL,Cardiac,CARDIAC PROGRESSIVE CARE,Critical Care,23,0,2026-01-05 23:00:00,2026-01-06 00:00:00,1,39,0,39,1,100,5,6,1,0,40,40,1,
2026-01-06,100184,REX HOSPITAL,REX HOSPITAL,Cardiac,CARDIAC PROGRESSIVE CARE,Critical Care,23,0,2026-01-06 23:00:00,2026-01-07 00:00:00,1,42,1,41,0,98,2,1,0,0,40,40,1,
2026-01-07,100184,REX HOSPITAL,REX HOSPITAL,Cardiac,CARDIAC PROGRESSIVE CARE,Critical Care,23,0,2026-01-07 23:00:00,2026-01-08 00:00:00,1,39,3,36,0,92,3,1,1,0,40,40,1,
2026-01-08,100184,REX HOSPITAL,REX HOSPITAL,Cardiac,CARDIAC PROGRESSIVE CARE,Critical Care,23,0,2026-01-08 23:00:00,2026-01-09 00:00:00,1,40,1,39,0,98,1,0,0,0,40,40,1,
2026-01-09,100184,REX HOSPITAL,REX HOSPITAL,Cardiac,CARDIAC PROGRESSIVE CARE,Critical Care,23,0,2026-01-09 23:00:00,2026-01-10 00:00:00,1,39,3,36,1,92,2,4,5,0,40,40,1,
2026-01-10,100184,REX HOSPITAL,REX HOSPITAL,Cardiac,CARDIAC PROGRESSIVE CARE,Critical Care,23,0,2026-01-10 23:00:00,2026-01-11 00:00:00,1,40,4,36,0,90,2,1,3,0,40,40,1,
2026-01-11,100184,REX HOSPITAL,REX HOSPITAL,Cardiac,CARDIAC PROGRESSIVE CARE,Critical Care,23,0,2026-01-11 23:00:00,2026-01-12 00:00:00,1,39,2,37,1,95,6,5,1,0,40,40,1,
2026-01-12,100184,REX HOSPITAL,REX HOSPITAL,Cardiac,CARDIAC PROGRESSIVE CARE,Critical Care,23,0,2026-01-12 23:00:00,2026-01-13 00:00:00,1,41,7,34,0,83,4,1,4,0,40,40,1,
2026-01-13,100184,REX HOSPITAL,REX HOSPITAL,Cardiac,CARDIAC PROGRESSIVE CARE,Critical Care,23,0,2026-01-13 23:00:00,2026-01-14 00:00:00,1,39,3,36,1,92,4,5,4,0,40,40,1,
2026-01-14,100184,REX HOSPITAL,REX HOSPITAL,Cardiac,CARDIAC PROGRESSIVE CARE,Critical Care,23,0,2026-01-14 23:00:00,2026-01-15 00:00:00,1,40,5,35,0,88,6,4,3,0,40,40,1,
2026-01-15,100184,REX HOSPITAL,REX HOSPITAL,Cardiac,CARDIAC PROGRESSIVE CARE,Critical Care,23,0,2026-01-15 23:00:00,2026-01-16 00:00:00,1,41,5,36,0,88,2,0,3,0,40,40,1,
2026-01-16,100184,REX HOSPITAL,REX HOSPITAL,Cardiac,CARDIAC PROGRESSIVE CARE,Critical Care,23,0,2026-01-16 23:00:00,2026-01-17 00:00:00,1,40,4,36,0,90,6,5,3,0,40,40,1,
2026-01-17,100184,REX HOSPITAL,REX HOSPITAL,Cardiac,CARDIAC PROGRESSIVE CARE,Critical Care,23,0,2026-01-17 23:00:00,2026-01-18 00:00:00,1,41,6,35,0,85,0,6,12,0,40,40,1,
2026-01-18,100184,REX HOSPITAL,REX HOSPITAL,Cardiac,CARDIAC PROGRESSIVE CARE,Critical Care,23,0,2026-01-18 23:00:00,2026-01-19 00:00:00,1,42,3,39,0,93,4,0,0,0,40,40,1,
2026-01-19,100184,REX HOSPITAL,REX HOSPITAL,Cardiac,CARDIAC PROGRESSIVE CARE,Critical Care,23,0,2026-01-19 23:00:00,2026-01-20 00:00:00,1,39,6,33,1,85,0,2,8,0,40,40,1,
2026-01-20,100184,REX HOSPITAL,REX HOSPITAL,Cardiac,CARDIAC PROGRESSIVE CARE,Critical Care,23,0,2026-01-20 23:00:00,2026-01-21 00:00:00,1,39,5,34,1,87,3,5,7,0,40,40,1,
2026-01-21,100184,REX HOSPITAL,REX HOSPITAL,Cardiac,CARDIAC PROGRESSIVE CARE,Critical Care,23,0,2026-01-21 23:00:00,2026-01-22 00:00:00,1,39,2,37,0,95,0,6,8,0,40,40,1,
2026-01-22,100184,REX HOSPITAL,REX HOSPITAL,Cardiac,CARDIAC PROGRESSIVE CARE,Critical Care,23,0,2026-01-22 23:00:00,2026-01-23 00:00:00,1,39,4,35,0,90,0,6,10,0,40,40,1,
2026-01-23,100184,REX HOSPITAL,REX HOSPITAL,Cardiac,CARDIAC PROGRESSIVE CARE,Critical Care,23,0,2026-01-23 23:00:00,2026-01-24 00:00:00,1,41,0,41,0,100,6,1,0,0,40,40,1,
2026-01-24,100184,REX HOSPITAL,REX HOSPITAL,Cardiac,CARDIAC PROGRESSIVE CARE,Critical Care,23,0,2026-01-24 23:00:00,2026-01-25 00:00:00,1,39,2,37,1,95,5,6,3,0,40,40,1,
2026-01-25,100184,REX HOSPITAL,REX HOSPITAL,Cardiac,CARDIAC PROGRESSIVE CARE,Critical Care,23,0,2026-01-25 23:00:00,2026-01-26 00:00:00,1,42,0,42,0,100,4,4,0,0,40,40,1,
2026-01-26,100184,REX HOSPITAL,REX HOSPITAL,Cardiac,CARDIAC PROGRESSIVE CARE,Critical Care,23,0,2026-01-26 23:00:00,2026-01-27 00:00:00,1,38,0,38,2,100,1,0,0,0,40,40,1,
2026-01-27,100184,REX HOSPITAL,REX HOSPITAL,Cardiac,CARDIAC PROGRESSIVE CARE,Critical Care,23,0,2026-01-27 23:00:00,2026-01-28 00:00:00,1,41,1,40,0,98,3,0,0,0,40,40,1,
2026-01-28,100184,REX HOSPITAL,REX HOSPITAL,Cardiac,CARDIAC PROGRESSIVE CARE,Critical Care,23,0,2026-01-28 23:00:00,2026-01-29 00:00:00,1,42,0,42,0,100,6,4,0,0,40,40,1,
2026-01-29,100184,REX HOSPITAL,REX HOSPITAL,Cardiac,CARDIAC PROGRESSIVE CARE,Critical Care,23,0,2026-01-29 23:00:00,2026-01-30 00:00:00,1,38,1,37,1,97,3,3,1,0,40,40,1,
2026-01-30,100184,REX HOSPITAL,REX HOSPITAL,Cardiac,CARDIAC PROGRESSIVE CARE,Critical Care,23,0,2026-01-30 23:00:00,2026-01-31 00:00:00,1,40,4,36,0,90,3,5,6,0,40,40,1,
2026-01-31,100184,REX HOSPITAL,REX HOSPITAL,Cardiac,CARDIAC PROGRESSIVE CARE,Critical Care,23,0,2026-01-31 23:00:00,2026-02-01 00:00:00,1,42,1,41,0,98,3,1,0,0,40,40,1,
2026-02-01,100184,REX HOSPITAL,REX HOSPITAL,Cardiac,CARDIAC PROGRESSIVE CARE,Critical Care,23,0,2026-02-01 23:00:00,2026-02-02 00:00:00,1,38,0,38,2,100,3,0,0,0,40,40,1,
2026-02-02,100184,REX HOSPITAL,REX HOSPITAL,Cardiac,CARDIAC PROGRESSIVE CARE,Critical Care,23,0,2026-02-02 23:00:00,2026-02-03 00:00:00,1,39,1,38,0,97,0,6,7,0,40,40,1,
2026-02-03,100184,REX HOSPITAL,REX HOSPITAL,Cardiac,CARDIAC PROGRESSIVE CARE,Critical Care,23,0,2026-02-03 23:00:00,2026-02-04 00:00:00,1,41,0,41,0,100,4,6,2,0,40,40,1,
2026-02-04,100184,REX HOSPITAL,REX HOSPITAL,Cardiac,CARDIAC PROGRESSIVE CARE,Critical Care,23,0,2026-02-04 23:00:00,2026-02-05 00:00:00,1,39,0,39,1,100,6,3,0,0,40,40,1,
2026-02-05,100184,REX HOSPITAL,REX HOSPITAL,Cardiac,CARDIAC PROGRESSIVE CARE,Critical Care,23,0,2026-02-05 23:00:00,2026-02-06 00:00:00,1,40,0,40,0,100,4,6,2,0,40,40,1,
2026-02-06,100184,REX HOSPITAL,REX HOSPITAL,Cardiac,CARDIAC PROGRESSIVE CARE,Critical Care,23,0,2026-02-06 23:00:00,2026-02-07 00:00:00,1,41,0,41,0,100,5,0,0,0,40,40,1,
